pond,timestamp_iso,timestamp_local,ph,tds,temperature,do,lock,status
pond-1,2026-07-19T05:35:44.322Z,7/19/2026  11:35:44 AM,8.69,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:43.862Z,7/19/2026  11:35:43 AM,8.69,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:43.647Z,7/19/2026  11:35:43 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:43.306Z,7/19/2026  11:35:43 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:43.114Z,7/19/2026  11:35:43 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:42.897Z,7/19/2026  11:35:42 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:42.689Z,7/19/2026  11:35:42 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:42.289Z,7/19/2026  11:35:42 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:41.995Z,7/19/2026  11:35:41 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:41.827Z,7/19/2026  11:35:41 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:41.647Z,7/19/2026  11:35:41 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:41.466Z,7/19/2026  11:35:41 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:41.273Z,7/19/2026  11:35:41 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:36.945Z,7/19/2026  11:35:36 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:36.738Z,7/19/2026  11:35:36 AM,8.69,369,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:34.505Z,7/19/2026  11:35:34 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:34.322Z,7/19/2026  11:35:34 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:34.082Z,7/19/2026  11:35:34 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:32.676Z,7/19/2026  11:35:32 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:32.480Z,7/19/2026  11:35:32 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:32.281Z,7/19/2026  11:35:32 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:32.049Z,7/19/2026  11:35:32 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:31.865Z,7/19/2026  11:35:31 AM,8.68,369,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:35:31.602Z,7/19/2026  11:35:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:31.430Z,7/19/2026  11:35:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:31.265Z,7/19/2026  11:35:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:31.081Z,7/19/2026  11:35:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.906Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.729Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.570Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.385Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.217Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:30.031Z,7/19/2026  11:35:30 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:29.793Z,7/19/2026  11:35:29 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:29.612Z,7/19/2026  11:35:29 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:29.401Z,7/19/2026  11:35:29 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:35:29.201Z,7/19/2026  11:35:29 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:34:31.913Z,7/19/2026  11:34:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:34:31.744Z,7/19/2026  11:34:31 AM,8.68,368,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:34:31.576Z,7/19/2026  11:34:31 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:31.279Z,7/19/2026  11:34:31 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:31.098Z,7/19/2026  11:34:31 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:30.921Z,7/19/2026  11:34:30 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:30.745Z,7/19/2026  11:34:30 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:30.594Z,7/19/2026  11:34:30 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:30.410Z,7/19/2026  11:34:30 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:30.243Z,7/19/2026  11:34:30 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.889Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.722Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.569Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.396Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.217Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:29.047Z,7/19/2026  11:34:29 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:28.898Z,7/19/2026  11:34:28 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:28.712Z,7/19/2026  11:34:28 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:28.548Z,7/19/2026  11:34:28 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:28.377Z,7/19/2026  11:34:28 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:28.080Z,7/19/2026  11:34:28 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:27.922Z,7/19/2026  11:34:27 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:27.754Z,7/19/2026  11:34:27 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:27.597Z,7/19/2026  11:34:27 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:34:27.401Z,7/19/2026  11:34:27 AM,8.68,368,29.8,OFF,NO,Moderate
pond-1,2026-07-19T05:30:14.096Z,7/19/2026  11:30:14 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:13.865Z,7/19/2026  11:30:13 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:13.648Z,7/19/2026  11:30:13 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:13.449Z,7/19/2026  11:30:13 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:13.233Z,7/19/2026  11:30:13 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:13.029Z,7/19/2026  11:30:13 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:12.818Z,7/19/2026  11:30:12 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:12.618Z,7/19/2026  11:30:12 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:12.411Z,7/19/2026  11:30:12 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:12.201Z,7/19/2026  11:30:12 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:12.018Z,7/19/2026  11:30:12 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:11.818Z,7/19/2026  11:30:11 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:11.618Z,7/19/2026  11:30:11 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:11.417Z,7/19/2026  11:30:11 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:11.233Z,7/19/2026  11:30:11 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:11.033Z,7/19/2026  11:30:11 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:10.844Z,7/19/2026  11:30:10 AM,8.68,218,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:10.648Z,7/19/2026  11:30:10 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:10.450Z,7/19/2026  11:30:10 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:10.262Z,7/19/2026  11:30:10 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:10.065Z,7/19/2026  11:30:10 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:09.882Z,7/19/2026  11:30:09 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:09.680Z,7/19/2026  11:30:09 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:09.496Z,7/19/2026  11:30:09 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:09.305Z,7/19/2026  11:30:09 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:09.112Z,7/19/2026  11:30:09 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:08.911Z,7/19/2026  11:30:08 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:08.713Z,7/19/2026  11:30:08 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:08.493Z,7/19/2026  11:30:08 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:08.278Z,7/19/2026  11:30:08 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:08.077Z,7/19/2026  11:30:08 AM,8.68,217,29.9,OFF,NO,Moderate
pond-1,2026-07-19T05:30:07.694Z,7/19/2026  11:30:07 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:07.497Z,7/19/2026  11:30:07 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:07.297Z,7/19/2026  11:30:07 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:07.114Z,7/19/2026  11:30:07 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:06.922Z,7/19/2026  11:30:06 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:06.738Z,7/19/2026  11:30:06 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:06.512Z,7/19/2026  11:30:06 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:06.320Z,7/19/2026  11:30:06 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.969Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.794Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.619Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.432Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.243Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:05.065Z,7/19/2026  11:30:05 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:04.893Z,7/19/2026  11:30:04 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:04.732Z,7/19/2026  11:30:04 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:04.545Z,7/19/2026  11:30:04 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:04.370Z,7/19/2026  11:30:04 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:04.177Z,7/19/2026  11:30:04 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:03.993Z,7/19/2026  11:30:03 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:03.802Z,7/19/2026  11:30:03 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:03.617Z,7/19/2026  11:30:03 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:30:03.408Z,7/19/2026  11:30:03 AM,8.68,217,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:32.570Z,7/19/2026  11:29:32 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:32.250Z,7/19/2026  11:29:32 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:31.992Z,7/19/2026  11:29:31 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:31.760Z,7/19/2026  11:29:31 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:31.545Z,7/19/2026  11:29:31 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:30.538Z,7/19/2026  11:29:30 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:30.264Z,7/19/2026  11:29:30 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:30.033Z,7/19/2026  11:29:30 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:29.809Z,7/19/2026  11:29:29 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:29.617Z,7/19/2026  11:29:29 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:29.393Z,7/19/2026  11:29:29 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:29.186Z,7/19/2026  11:29:29 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:28.960Z,7/19/2026  11:29:28 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:28.707Z,7/19/2026  11:29:28 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:28.314Z,7/19/2026  11:29:28 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:28.042Z,7/19/2026  11:29:28 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:27.814Z,7/19/2026  11:29:27 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:27.552Z,7/19/2026  11:29:27 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:27.328Z,7/19/2026  11:29:27 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:27.080Z,7/19/2026  11:29:27 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:26.864Z,7/19/2026  11:29:26 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:26.600Z,7/19/2026  11:29:26 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:26.308Z,7/19/2026  11:29:26 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:25.961Z,7/19/2026  11:29:25 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:24.992Z,7/19/2026  11:29:24 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:24.480Z,7/19/2026  11:29:24 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:22.912Z,7/19/2026  11:29:22 AM,8.67,218,30,OFF,NO,Moderate
pond-1,2026-07-19T05:29:21.907Z,7/19/2026  11:29:21 AM,8.67,218,30,OFF,NO,Moderate
